Title,IMDB_Rating,Reelgood_Rating,Genres,Year,Tags,Country,Source,Rated,Duration,Description,Director,Employees
Wira,6.3,,"['Drama', 'Action & Adventure']",2019,[],Malaysia,Netflix,,PT1H48M,"After a long stint in the army, an ex-lieutenant returns home and enters an underground MMA match to take on a local mobster and protect his family.Wira featuring Hairul Azreen and Dain Iskandar Said is streaming with subscription on Netflix. It's an action & adventure and drama movie with an average IMDb audience rating of 6.3 (463 votes).",Adrian Teh,"['Hairul Azreen', 'Dain Iskandar Said', 'Fify Azmi', 'Josiah Hogan', 'Henley Hii', 'Hilal Azman', 'Yayan Ruhian', 'Jack Lim', 'Ismi Melinda', 'Anwari Ashraf']"
Becoming,4.7,,"['Drama', 'Thriller']",2020,[],America,Prime Video,7+ (PG),PT1H38M,"A couple on a road trip through America encounter a terrifying dark force older than the country itself. An evil that transforms loved ones into someone terrifying, the entity has left a trail of murdered families going back hundreds of years.Becoming featuring Toby Kebbell and Penelope Mitchell is streaming with subscription on Netflix, streaming with subscription on Prime Video, streaming on Paramount+, and 9 others. It's a drama and thriller movie with a less than average IMDb audience rating of 4.7 (1,232 votes).",Omar Naim,"['Toby Kebbell', 'Penelope Mitchell', 'Jason Patric', 'Jeff Daniel Phillips', 'Beth Broderick', 'Stephen Rider', 'Melissa Bolona', 'Lew Temple', 'John Newberg', 'Dan Southworth', 'Elana Krausz', 'Gianni Capaldi', 'Zander Essex', 'Lea Hutton Beasmore', 'Dallas Edwards', 'Sarah Cleveland', 'Cole Payne', 'Gabrielle Whyte Hart', 'Glen Reynolds', 'Michael Philip', 'Bennett LeBarre', 'Cory Chen', 'Eric Matis', 'Harris McCabe', 'Jonah Loop', 'Jonathan Bross', 'Roger M. Mayer', 'Stanley Preschutti', 'Stu Pollard', 'Tim Ogletree', 'Omar Naim']"
Sarah Cooper: Everything's Fine,5.5,,['Comedy'],2020,[],America,Netflix,18+ (R),PT49M,"Comedian and Trump lip-synching sensation Sarah Cooper tackles politics, race and other light topics in a sketch special packed with celebrity guests.Sarah Cooper: Everything's Fine featuring Sarah Cooper and Winona Ryder is streaming with subscription on Netflix. It's a comedy movie with an average IMDb audience rating of 5.5 (1,711 votes).",Natasha Lyonne,"['Sarah Cooper', 'Winona Ryder', 'Aubrey Plaza', 'Marisa Tomei', 'Ben Stiller', 'Maya Rudolph', 'Helen Mirren', 'Jon Hamm', 'Jane Lynch', 'Whoopi Goldberg', 'Fred Armisen', 'Danielle Brooks', 'Tommy Davidson', 'Tom Kane', 'Megan Thee Stallion', 'Jonathan van Ness', 'Connie Chung', 'Eddie Pepitone', 'Jordan Black', 'Marcella Arguello', 'Danielle Renfrew', 'Daniel Powell', 'Maya Rudolph', 'Natasha Lyonne', 'Paula Pell', 'Sarah Cooper', 'Cole Escola', 'Jasmine Pierce', 'Jordan Black', 'Maya Rudolph', 'Natasha Lyonne', 'Sarah Cooper']"
Fatal Affair,4.5,,"['Drama', 'Mystery']",2020,[],America,Netflix,16+,PT1H29M,"Ellie tries to mend her marriage with her husband Marcus after a brief encounter with an old friend, David, only to find that David is more dangerous and unstable than she'd realized.Fatal Affair featuring Nia Long and Stephen Bishop is streaming with subscription on Netflix. It's a drama and mystery movie with a less than average IMDb audience rating of 4.5 (5,910 votes) and was disliked by critics.",Peter Sullivan,"['Nia Long', 'Stephen Bishop', 'Omar Epps', 'Aubrey Cleland', 'Maya Stojan', 'KJ Smith', 'Jason-Shane Scott', 'Carolyn Hennesy', 'Fredella Calloway', 'Estelle', 'Jacob Aaron Gaines', 'Kym Jackson', 'Lyn Alicia Henderson', 'Kate Orsini', 'Michael C. Mahon', 'Barry Barnholtz', 'Jeffrey Schenck', 'Nia Long', 'Peter Sullivan', 'Rasheeda Garner']"
Mean Girls 2,4.1,,"['Drama', 'Comedy']",2011,"['Teen', 'High School', 'Female Director']",America,Netflix,13+ (PG-13),PT1H36M,"After a clique of girls makes life difficult, a new student forms a rival group to take control of the school's corridors.Mean Girls 2 featuring Meaghan Jette Martin and Jennifer Stone is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Google Play, and 3 others. It's a comedy and drama movie with a low IMDb audience rating of 4.1 (23,323 votes).",Melanie Mayron,"['Meaghan Jette Martin', 'Jennifer Stone', 'Maiara Walsh', 'Nicole Gale Anderson', 'Claire Holt', 'Tim Meadows', 'Linden Ashby', 'Diego Boneta', 'Donn Lamkin', 'Dan Coleman', 'Patrick Johnson', 'Colin Dennard', 'Bethany Anne Lind', 'Mike Pniewski', 'Lil Bit', 'Rhoda Griffis', 'Amber Wallace', 'Juliet Kim', 'Willie Larson', 'Greg Perrow', 'Kimberly Banta', 'George Engel', 'Allison Schroeder', 'Cliff Ruby', 'Elana Lesser']"
Christmas Crossfire,4.8,,"['Crime', 'Comedy']",2020,"['Gangster', 'Christmas', 'Holiday']",Germany,Netflix,,PT1H45M,"A man foils an attempted murder, then flees the crew of would-be killers along with their intended target as a woman he's just met tries to find him.Christmas Crossfire featuring Kostja Ullmann and Alli Neumann is streaming with subscription on Netflix. It's a comedy and crime movie with a less than average IMDb audience rating of 4.8 (1,368 votes).",Detlev Buck,"['Kostja Ullmann', 'Alli Neumann', 'Detlev Buck', 'Peter Kurth', 'Sophia Thomalla', 'Anika Mauer', 'Merlin Rose', 'Sascha Alexander Geršak', 'Frederic Linkemann', 'Bernd Hölscher', 'Karsten Mielke', 'Malte Thomsen', 'Roman Schomburg', 'Jakob Schmidt', 'Steffen Scheumann', 'Dela Dabulamanzi', 'Eva Weißenborn', 'Emilia Nöth', 'Arthur Wichmann', 'Ian Köhler', 'Pambe Alphonse Petit', 'Christoph Daniel', 'Detlev Buck', 'Marc Schmidheiny', 'Sonja Schmitt', 'Detlev Buck', 'Martin Behnke', 'Alex Mayr', 'Konstantin Gropper']"
Chippa,6.5,,['Drama'],2020,[],India,Netflix,,PT1H31M,"At midnight on his 10th birthday, a boy scours the lesser-known Kolkata streets in search of a father he’s never met, carrying a letter he can’t read.Chippa featuring Sunny Pawar and Masood Akhtar is streaming with subscription on Netflix. It's a drama movie with an average IMDb audience rating of 6.5 (1,102 votes).",Safdar rahman,"['Sunny Pawar', 'Masood Akhtar']"
18 Presents,6.9,,['Drama'],2020,[],Italy,Netflix,18+ (R),PT1H54M,"Elisa is only forty when an incurable disease takes her from her husband and their daughter. Before her heart stops, Elisa finds a way to stay close to her: a gift for every birthday up to her adult age, 18 gifts to try to accompany her child's growth year after year.18 Presents featuring Benedetta Porcaroli and Vittoria Puccini is streaming with subscription on Netflix. It's a drama movie with a better than average IMDb audience rating of 6.9 (3,760 votes).",Francesco Amato,"['Benedetta Porcaroli', 'Vittoria Puccini', 'Edoardo Leo', 'Sara Lazzaro', 'Marco Messeri', 'Betti Pedrazzi', 'Alessandro Giallocosta', 'Filippo Gili', 'Laura Obiols', 'Andrea Occhipinti', 'Alessio Vicenzotto', 'Davide Lantieri', 'Francesco Amato', 'Massimo Gaudioso']"
Texas Chainsaw 3D,4.8,,"['Horror', 'Mystery']",2013,['Revenge'],America,Netflix,18+ (R),PT1H32M,"A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.Texas Chainsaw 3D featuring Alexandra Daddario and Dan Yeager is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Google Play, and 3 others. It's a horror and mystery movie with a less than average IMDb audience rating of 4.8 (50,820 votes).",John Luessenhop,"['Alexandra Daddario', 'Dan Yeager', 'Trey Songz', 'Tania Raymonde', 'Paul Rae', 'Thom Barry', 'Scott Eastwood', 'Shaun Sipos', 'Richard Riehle', 'Keram Malicki-Sánchez', 'Marilyn Burns', 'Sue Rock', 'Bill Moseley', 'Gunnar Hansen', 'John Dugan', 'Dodie Brown', 'Kari J. Kramer', 'Sam McKinzie', 'James MacDonald', 'Edwin Neal', 'Teri McMinn', 'Carl Mazzocone', 'Avi Lerner', 'Christa Campbell', 'Danny Dimbort', 'Kim Henkel', 'Lati Grobman', 'Mark Burg', 'Robert Kuhn', 'Tobe Hooper', 'Adam Marcus', 'Debra Sullivan', 'Kirsten Elms', 'John Frizzell']"
My Own Man,6.4,,"['Comedy', 'Documentary']",2014,[],America,Netflix,16+,PT1H22M,"Rattled by the prospect of becoming a dad, a 40-year-old filmmaker begins to consider what ""manhood"" really means for him, prompting him to pursue an array of interests and reexamine his views -- which were shaped by his father.My Own Man is streaming with subscription on Netflix, available for rent or purchase on iTunes, and available for rent or purchase on Prime Video. It's a comedy and documentary movie with an average IMDb audience rating of 6.4 (445 votes).",David Sampliner,['David Sampliner']
Ascharya Fuck It,5.1,,"['Romance', 'Drama']",2018,['Mature'],India,Netflix,,PT1H30M,"Desire and greed intertwines the lives of a Bollywood star, his chauffeur, a prostitute and her pimp in an unlikely love story.Ascharya Fuck It featuring Priyanka Bose and Vaibhav Raj Gupta is streaming with subscription on Netflix. It's a drama and romance movie with a less than average IMDb audience rating of 5.1 (911 votes).",Samit Kakkad,"['Priyanka Bose', 'Vaibhav Raj Gupta', 'Ankit Raaj', 'Anangsha Biswas', 'Santosh Juvekar', 'Siddharth Anand Kumar', 'Amar Tipnis']"
Finding Agnes,4.9,,['Drama'],2020,[],Philippines,Netflix,,PT1H45M,"On an emotional journey in Morocco, an entrepreneur pieces together the turbulent life of his estranged mother and meets her adopted daughter.Finding Agnes featuring Jelson Bay and Sue Anna Ramirez is streaming with subscription on Netflix. It's a drama movie with a less than average IMDb audience rating of 4.9 (157 votes).",Marla Ancheta,"['Jelson Bay', 'Sue Anna Ramirez', 'Sandy Andolong', 'Roxanne Guinoo', 'Hannah Ledesma', 'Yuan Francisco', 'Cheska Iñigo', 'Raffa Esplana', 'Varoon Kessop']"
Beerfest,6.2,,"['Drama', 'Comedy']",2006,"['Parody', 'College']",America,Netflix,18+ (R),PT1H50M,"During a trip to Germany to scatter their grandfather's ashes, German-American brothers Todd and Jan discover Beerfest, the secret Olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. Their Old Country cousins sneer at the Yanks' chances, prompting the siblings to return to America to prepare for a showdown the following year.Beerfest featuring Erik Stolhanske and Jay Chandrasekhar is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Prime Video, and 2 others. It's a comedy and drama movie with an average IMDb audience rating of 6.2 (67,937 votes).",Jay Chandrasekhar,"['Erik Stolhanske', 'Jay Chandrasekhar', 'Steve Lemme', 'Paul Soter', 'M.C. Gainey', 'Cloris Leachman', 'Jürgen Prochnow', 'Will Forte', 'Allan Graf', 'Kevin Heffernan', 'Cameron Scher', 'Chris Moss', 'Bjorn Johnson', 'Nat Faxon', 'Jessica Williams', 'Aaron Hendry', 'Donald Sutherland', 'Marya Beauvais', 'Pab Schwendimann', 'Blanchard Ryan', 'Philippe Brenninkmeyer', 'Artist W. Robinson', 'Bill Gerber', 'Richard Perello', 'Michael Beugg', 'Peter E. Lengyel', 'Scott Mednick', 'Thomas Tull', 'William Fay', 'Nathan Barr']"
Girlfriend's Day,5.2,,"['Drama', 'Comedy']",2017,['Holiday'],America,Netflix,18+ (R),PT1H10M,"In a city where greeting card writers are celebrated like movie stars, Romance writer Ray used to be the king. In trying to recapture the feelings that once made him the greatest, he gets entangled in a web of murder and deceit as writers vie to create the perfect card for a new holiday: Girlfriend's Day.Girlfriend's Day featuring Bob Odenkirk and Amber Tamblyn is streaming with subscription on Netflix. It's a comedy and drama movie with a less than average IMDb audience rating of 5.2 (4,302 votes).",Michael Stephenson,"['Bob Odenkirk', 'Amber Tamblyn', 'Stacy Keach', 'Alex Karpovsky', ""Kevin O'Grady"", 'Rich Sommer', 'Larry Fessenden', 'Natasha Lyonne', 'Andy Richter', 'June Diane Raphael', 'Stephanie Courtney', 'Echo Kellum', 'Nate Mooney', 'Radek Lord', 'Tucker Smallwood', 'David Sullivan', 'Toby Huss', 'Steven Michael Quezada', 'Jason Garcia Jr.', 'Derek Waters', 'Grady Lee Richmond', 'Bob Odenkirk', 'Marc Provissiero', 'M. Elizabeth Hughes', 'Chris Kilvington', 'Ian Bricke', 'Bob Odenkirk', 'Eric Hoffman', 'Philip Zlotorynski']"
Anjaan,5.1,,"['Action & Adventure', 'Thriller']",2014,[],India,Netflix,,PT2H50M,"Krishna (Suriya) comes to Mumbai in search of his brother Raju Bhai (Suriya), an underworld don. Through Raju Bhai's gangster friends, his past life is revealed. What happened to Raju Bhai? Will Krishna find him?Anjaan featuring Suriya and Samantha Akkineni is streaming with subscription on Netflix, and available for rent or purchase on Prime Video. It's an action & adventure and thriller movie with a less than average IMDb audience rating of 5.1 (5,243 votes).",N. Linguswamy,"['Suriya', 'Samantha Akkineni', 'Vidyut Jammwal', 'Manoj Bajpayee', 'Soori', 'Rajpal Yadav', 'Dalip Tahil', 'Murli Sharma', 'Sathyan Sivakumar', 'Asif Basra', 'Vidyullekha Raman', 'Uma Riyaz Khan', 'Chitrangada Singh', 'Maryam Zakaria', 'Joe Malloori', 'Sanjana Singh', 'Chirag Jani', 'N. Subash Chandra Bose', 'Siddharth Roy Kapur', 'N. Linguswamy', 'Yuvan Shankar Raja']"
Leslie Jones: Time Machine,5.3,,"['Stand-up & Talk', 'Comedy']",2020,[],,Netflix,,PT1H6M,"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special.Leslie Jones: Time Machine featuring Leslie Jones is streaming with subscription on Netflix. It's a Comedy and Stand up & Talk movie with a less than average IMDb audience rating of 5.3 (888 votes) and was very well received by critics.",David Benioff,"['D. B. Weiss', 'Leslie Jones', 'Leslie Jones']"
Mard Ko Dard Nahi Hota,7.3,,"['Action & Adventure', 'Comedy']",2019,[],India,Netflix,,PT2H11M,"It is a story of a young boy Surya who has a rare condition of Congenital Insensitivity to pain meaning he can not feel pain, and he sets out to learn martial arts and hunt down muggers. A young man, quite literally born with the ability to feel no pain, sets off on a quest to vanquish 100 foes.Mard Ko Dard Nahi Hota featuring Abhimanyu Dasani and Radhika Madan is streaming with subscription on Netflix. It's an action & adventure and comedy movie with a better than average IMDb audience rating of 7.3 (7,736 votes).",Vasan Bala,"['Abhimanyu Dasani', 'Radhika Madan', 'Gulshan Devaiah', 'Mahesh Manjrekar', 'Jimit Trivedi', 'Shweta Prasad', 'Riva Arora', 'Elena Kazan', 'Loveleen Mishra', 'Ronnie Screwvala', 'Kamlesh Pandey', 'Karan Kulkarni']"
Wasp Network,5.9,,"['Thriller', 'Drama']",2020,"['Based On True Story', 'Political', 'Adaptation']",Belgium,Netflix,18+ (R),PT2H8M,"Havana, Cuba, 1990. René González, an airplane pilot, unexpectedly flees the country, leaving behind his wife Olga and his daughter Irma, and begins a new life in Miami, where he becomes a member of an anti-Castro organization.Wasp Network featuring Penélope Cruz and Edgar Ramírez is streaming with subscription on Netflix. It's a drama and thriller movie with an average IMDb audience rating of 5.9 (10,324 votes) and was not well received by critics.",Olivier Assayas,"['Penélope Cruz', 'Edgar Ramírez', 'Gael García Bernal', 'Ana de Armas', 'Wagner Moura', 'Leonardo Sbaraglia', 'Nolan Guerra Fernández', 'Osdeymi Pastrana Miranda', 'Tony Plana', 'Julian Flynn', 'Anel Perdomo', 'Julio Gabay', 'Amada Morado', 'Leandro Cáceres', 'Ernesto Ruiz Faxas', 'Harlys Becerra', 'Gabriel Buenaventura', 'Carolina Peraza Matamoros', 'Juan Carlos Roque Moreno', 'Edwin Fernández', 'Feliberto Beatón', 'Charles Gillibert', ""Lourenço Sant'Anna"", 'Rodrigo Teixeira', 'Adrián Guerra', 'Alan Terpins', 'Beatriz Lobato Grabowski', 'Celina Torrealba', 'Fernando Fraiha', 'Guga Ketzer', 'Lía Rodríguez', 'Lourdes García', 'Miguel Ángel Faura', 'Paulo Souss', 'Paulo Vidiz', 'Rodrigo Gutiérrez', 'Ruben Feffer', 'Sophie Mas', 'Sylvie Barthet', 'Olivier Assayas', 'Eduardo Cruz']"
7 Years,6.7,,['Drama'],2016,[],Spain,Netflix,,PT1H17M,"The drama is centered on four friends and business partners who in one evening are forced to find a way to save their company and themselves. The impossible decision they face is agreeing on who will be the one to sacrifice their freedom to save the others from personal and financial demise. It is a race against time that will put their friendship and sanity to the test. Who will take the fall?7 Years featuring Paco León and Juan Pablo Raba is streaming with subscription on Netflix. It's a drama movie with a better than average IMDb audience rating of 6.7 (4,929 votes).",Roger Gual,"['Paco León', 'Juan Pablo Raba', 'Alex Brendemühl', 'Juana Acosta', 'Manuel Morón', 'Marta Torné', 'Marta Casielles', 'Josete Rivas', 'Cristian Conti', 'Federico Jusid', 'Elizabeth Polk', 'Juan Mayne', 'Cristian Conti', 'Jose Cabeza', 'Julia Fontana', 'Roger Gual', 'Federico Jusid']"
